mes,mes_nombre,centro,tipo,entidad_origen,fc_procesados_h,fc_procesados_m,fc_sentenciados_h,fc_sentenciados_m,ff_procesados_h,ff_procesados_m,ff_sentenciados_h,ff_sentenciados_m,total
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Tlaxcala,0,0,5,0,0,0,2,0,7
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Veracruz de Ignacio de la Llave,9,0,43,0,15,0,28,0,95
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Yucatán,4,0,1,0,0,0,0,0,5
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Zacatecas,4,0,89,0,1,0,16,0,110
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Extranjeros,5,0,17,0,18,0,39,0,79
2026-02,Febrero 2026,CEFEREPSI,Publico,Aguascalientes,0,0,2,0,0,0,0,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,Baja California,0,0,1,0,0,0,0,0,1
2026-02,Febrero 2026,CEFEREPSI,Publico,Baja California Sur,0,0,1,0,0,0,1,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,Campeche,0,0,0,0,0,0,1,0,1
2026-02,Febrero 2026,CEFEREPSI,Publico,Chiapas,2,0,9,0,0,0,0,0,11
2026-02,Febrero 2026,CEFEREPSI,Publico,Chihuahua,0,0,5,0,0,0,3,0,8
2026-02,Febrero 2026,CEFEREPSI,Publico,Ciudad de México,0,0,9,0,4,0,4,0,17
2026-02,Febrero 2026,CEFEREPSI,Publico,Coahuila de Zaragoza,0,0,2,0,0,0,2,0,4
2026-02,Febrero 2026,CEFEREPSI,Publico,Colima,0,0,0,0,0,0,0,0,0
2026-02,Febrero 2026,CEFEREPSI,Publico,Durango,1,0,1,0,0,0,0,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,Estado de México,0,0,5,0,1,0,3,0,9
2026-02,Febrero 2026,CEFEREPSI,Publico,Guanajuato,0,0,7,0,0,0,4,0,11
2026-02,Febrero 2026,CEFEREPSI,Publico,Guerrero,0,0,5,0,1,0,5,0,11
2026-02,Febrero 2026,CEFEREPSI,Publico,Hidalgo,1,0,3,0,1,0,0,0,5
2026-02,Febrero 2026,CEFEREPSI,Publico,Jalisco,0,0,2,0,0,0,1,0,3
2026-02,Febrero 2026,CEFEREPSI,Publico,Michoacán de Ocampo,0,0,1,0,2,0,1,0,4
2026-02,Febrero 2026,CEFEREPSI,Publico,Morelos,1,0,1,0,1,0,5,0,8
2026-02,Febrero 2026,CEFEREPSI,Publico,Nayarit,0,0,1,0,0,0,0,0,1
2026-02,Febrero 2026,CEFEREPSI,Publico,Nuevo León,0,0,1,0,0,0,0,0,1
2026-02,Febrero 2026,CEFEREPSI,Publico,Oaxaca,1,0,0,0,0,0,3,0,4
2026-02,Febrero 2026,CEFEREPSI,Publico,Puebla,2,0,2,0,0,0,3,0,7
2026-02,Febrero 2026,CEFEREPSI,Publico,Querétaro,0,0,0,0,1,0,0,0,1
2026-02,Febrero 2026,CEFEREPSI,Publico,Quintana Roo,0,0,1,0,1,0,0,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,San Luis Potosí,0,0,0,0,0,0,0,0,0
2026-02,Febrero 2026,CEFEREPSI,Publico,Sinaloa,0,0,1,0,1,0,0,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,Sonora,0,0,2,0,1,0,0,0,3
2026-02,Febrero 2026,CEFEREPSI,Publico,Tabasco,0,0,2,0,0,0,0,0,2
2026-02,Febrero 2026,CEFEREPSI,Publico,Tamaulipas,0,0,5,0,5,0,2,0,12
2026-02,Febrero 2026,CEFEREPSI,Publico,Tlaxcala,1,0,1,0,1,0,0,0,3
2026-02,Febrero 2026,CEFEREPSI,Publico,Veracruz de Ignacio de la Llave,1,0,5,0,0,0,2,0,8
2026-02,Febrero 2026,CEFEREPSI,Publico,Yucatán,0,0,0,0,0,0,0,0,0
2026-02,Febrero 2026,CEFEREPSI,Publico,Zacatecas,0,0,5,0,0,0,0,0,5
2026-02,Febrero 2026,CEFEREPSI,Publico,Extranjeros,0,0,1,0,1,0,5,0,7
